project,directory,in_weight,in_degree,out_weight,out_degree,static_hub_score
openstack/keystone,importlib,1.0,1.0,0.0,0.0,1.0
openstack/keystone,inspect,2.0,2.0,0.0,0.0,2.0
openstack/keystone,itertools,11.0,6.0,0.0,0.0,6.0
openstack/keystone,json,5.0,2.0,0.0,0.0,2.0
openstack/keystone,jsonschema,2.0,2.0,0.0,0.0,2.0
openstack/keystone,jwt,1.0,1.0,0.0,0.0,1.0
openstack/keystone,keystone,0.0,0.0,28.0,15.0,15.0
openstack/keystone,keystone/api,8.0,2.0,318.0,37.0,39.0
openstack/keystone,keystone/application_credential,6.0,3.0,17.0,8.0,11.0
openstack/keystone,keystone/assignment,11.0,6.0,33.0,11.0,17.0
openstack/keystone,keystone/auth,20.0,7.0,74.0,21.0,28.0
openstack/keystone,keystone/catalog,11.0,3.0,29.0,10.0,13.0
openstack/keystone,keystone/cmd,13.0,1.0,60.0,21.0,22.0
openstack/keystone,keystone/common,492.0,22.0,207.0,49.0,71.0
openstack/keystone,keystone/conf,177.0,22.0,52.0,14.0,36.0
openstack/keystone,keystone/credential,16.0,4.0,26.0,12.0,16.0
openstack/keystone,keystone/endpoint_policy,4.0,2.0,12.0,8.0,10.0
openstack/keystone,keystone/exception,184.0,23.0,0.0,0.0,23.0
openstack/keystone,keystone/federation,25.0,7.0,52.0,20.0,27.0
openstack/keystone,keystone/i18n,77.0,22.0,0.0,0.0,22.0
openstack/keystone,keystone/identity,44.0,6.0,90.0,28.0,34.0
openstack/keystone,keystone/limit,6.0,3.0,29.0,10.0,13.0
openstack/keystone,keystone/models,15.0,5.0,21.0,8.0,13.0
openstack/keystone,keystone/notifications,23.0,17.0,0.0,0.0,17.0
openstack/keystone,keystone/oauth1,12.0,4.0,25.0,14.0,18.0
openstack/keystone,keystone/oauth2,1.0,1.0,2.0,2.0,3.0
openstack/keystone,keystone/policy,6.0,3.0,12.0,6.0,9.0
openstack/keystone,keystone/receipt,6.0,3.0,39.0,20.0,23.0
openstack/keystone,keystone/resource,15.0,3.0,36.0,10.0,13.0
openstack/keystone,keystone/revoke,5.0,2.0,17.0,11.0,13.0
openstack/keystone,keystone/server,45.0,5.0,98.0,44.0,49.0
openstack/keystone,keystone/tests,0.0,0.0,1096.0,90.0,90.0
openstack/keystone,keystone/token,11.0,3.0,44.0,19.0,22.0
openstack/keystone,keystone/trust,6.0,3.0,15.0,8.0,11.0
openstack/keystone,keystoneclient,3.0,2.0,0.0,0.0,2.0
openstack/keystone,keystonemiddleware,1.0,1.0,0.0,0.0,1.0
openstack/keystone,ldap,10.0,2.0,0.0,0.0,2.0
openstack/keystone,ldappool,3.0,2.0,0.0,0.0,2.0
openstack/keystone,logging,4.0,3.0,0.0,0.0,3.0
openstack/keystone,lxml,1.0,1.0,0.0,0.0,1.0
openstack/keystone,migrate,9.0,2.0,0.0,0.0,2.0
openstack/keystone,msgpack,2.0,2.0,0.0,0.0,2.0
openstack/keystone,oauthlib,2.0,1.0,0.0,0.0,1.0
openstack/keystone,operator,2.0,2.0,0.0,0.0,2.0
openstack/keystone,os,33.0,10.0,0.0,0.0,10.0
openstack/keystone,oslo_cache,2.0,2.0,0.0,0.0,2.0
openstack/keystone,oslo_config,57.0,6.0,0.0,0.0,6.0
openstack/keystone,oslo_context,5.0,2.0,0.0,0.0,2.0
openstack/keystone,oslo_db,30.0,8.0,0.0,0.0,8.0
openstack/keystone,oslo_i18n,3.0,2.0,0.0,0.0,2.0
openstack/keystone,oslo_log,113.0,21.0,0.0,0.0,21.0
openstack/keystone,oslo_messaging,3.0,3.0,0.0,0.0,3.0
openstack/keystone,oslo_middleware,2.0,2.0,0.0,0.0,2.0
openstack/keystone,oslo_policy,44.0,5.0,0.0,0.0,5.0
openstack/keystone,oslo_serialization,49.0,9.0,0.0,0.0,9.0
openstack/keystone,oslo_upgradecheck,3.0,2.0,0.0,0.0,2.0
openstack/keystone,oslo_utils,42.0,13.0,0.0,0.0,13.0
openstack/keystone,oslotest,2.0,1.0,0.0,0.0,1.0
openstack/keystone,osprofiler,4.0,2.0,0.0,0.0,2.0
openstack/keystone,passlib,3.0,3.0,0.0,0.0,3.0
openstack/keystone,pbr,1.0,1.0,0.0,0.0,1.0
openstack/keystone,pkg_resources,1.0,1.0,0.0,0.0,1.0
openstack/keystone,pkgutil,1.0,1.0,0.0,0.0,1.0
openstack/keystone,pwd,1.0,1.0,0.0,0.0,1.0
openstack/keystone,pycadf,18.0,4.0,0.0,0.0,4.0
openstack/keystone,pycodestyle,1.0,1.0,0.0,0.0,1.0
openstack/keystone,pydev,1.0,1.0,0.0,0.0,1.0
openstack/keystone,pydevd,1.0,1.0,0.0,0.0,1.0
openstack/keystone,pytz,1.0,1.0,0.0,0.0,1.0
openstack/keystone,random,6.0,2.0,0.0,0.0,2.0
openstack/keystone,re,11.0,6.0,0.0,0.0,6.0
openstack/keystone,requests,2.0,1.0,0.0,0.0,1.0
openstack/keystone,saml2,11.0,2.0,0.0,0.0,2.0
openstack/keystone,secrets,3.0,3.0,0.0,0.0,3.0
openstack/keystone,shelve,1.0,1.0,0.0,0.0,1.0
openstack/keystone,shutil,1.0,1.0,0.0,0.0,1.0
openstack/keystone,socket,2.0,2.0,0.0,0.0,2.0
openstack/keystone,sqlalchemy,42.0,13.0,0.0,0.0,13.0
openstack/keystone,stat,1.0,1.0,0.0,0.0,1.0
openstack/keystone,stevedore,8.0,5.0,0.0,0.0,5.0
openstack/keystone,string,2.0,2.0,0.0,0.0,2.0
openstack/keystone,struct,2.0,2.0,0.0,0.0,2.0
openstack/keystone,subprocess,4.0,2.0,0.0,0.0,2.0
openstack/keystone,sys,9.0,5.0,0.0,0.0,5.0
openstack/keystone,tempfile,2.0,1.0,0.0,0.0,1.0
openstack/keystone,testtools,36.0,1.0,0.0,0.0,1.0
openstack/keystone,textwrap,3.0,2.0,0.0,0.0,2.0
openstack/keystone,threading,2.0,2.0,0.0,0.0,2.0
openstack/keystone,time,2.0,2.0,0.0,0.0,2.0
openstack/keystone,types,1.0,1.0,0.0,0.0,1.0
openstack/keystone,unittest,29.0,1.0,0.0,0.0,1.0
openstack/keystone,urllib,11.0,4.0,0.0,0.0,4.0
openstack/keystone,uuid,120.0,12.0,0.0,0.0,12.0
openstack/keystone,warnings,2.0,1.0,0.0,0.0,1.0
openstack/keystone,weakref,1.0,1.0,0.0,0.0,1.0
openstack/keystone,webob,3.0,2.0,0.0,0.0,2.0
openstack/keystone,webtest,3.0,1.0,0.0,0.0,1.0
openstack/keystone,werkzeug,9.0,2.0,0.0,0.0,2.0
openstack/keystone,wsgiref,2.0,1.0,0.0,0.0,1.0
openstack/neutron,__original_module_threading,1.0,1.0,0.0,0.0,1.0
openstack/neutron,abc,68.0,14.0,0.0,0.0,14.0
openstack/neutron,alembic,162.0,2.0,0.0,0.0,2.0
openstack/neutron,atexit,3.0,2.0,0.0,0.0,2.0
openstack/neutron,base64,1.0,1.0,0.0,0.0,1.0
openstack/neutron,binascii,1.0,1.0,0.0,0.0,1.0
openstack/neutron,builtins,3.0,3.0,0.0,0.0,3.0
openstack/neutron,cProfile,1.0,1.0,0.0,0.0,1.0
openstack/neutron,click,1.0,1.0,0.0,0.0,1.0
openstack/neutron,cliff,1.0,1.0,0.0,0.0,1.0
openstack/neutron,collections,90.0,11.0,0.0,0.0,11.0
openstack/neutron,concurrent,2.0,1.0,0.0,0.0,1.0
openstack/neutron,configparser,1.0,1.0,0.0,0.0,1.0
openstack/neutron,contextlib,30.0,6.0,0.0,0.0,6.0
openstack/neutron,copy,88.0,13.0,0.0,0.0,13.0
openstack/neutron,ctypes,7.0,2.0,0.0,0.0,2.0
openstack/neutron,datetime,36.0,6.0,0.0,0.0,6.0
openstack/neutron,ddt,9.0,1.0,0.0,0.0,1.0
openstack/neutron,debtcollector,4.0,4.0,0.0,0.0,4.0
openstack/neutron,decorator,1.0,1.0,0.0,0.0,1.0
openstack/neutron,designateclient,3.0,2.0,0.0,0.0,2.0
openstack/neutron,difflib,1.0,1.0,0.0,0.0,1.0
openstack/neutron,enum,2.0,2.0,0.0,0.0,2.0
openstack/neutron,errno,10.0,4.0,0.0,0.0,4.0
openstack/neutron,eventlet,53.0,10.0,0.0,0.0,10.0
openstack/neutron,fcntl,1.0,1.0,0.0,0.0,1.0
openstack/neutron,fixtures,28.0,1.0,0.0,0.0,1.0
openstack/neutron,functools,58.0,12.0,0.0,0.0,12.0
openstack/neutron,futurist,3.0,2.0,0.0,0.0,2.0
openstack/neutron,gettext,1.0,1.0,0.0,0.0,1.0
openstack/neutron,glob,2.0,2.0,0.0,0.0,2.0
openstack/neutron,grp,4.0,1.0,0.0,0.0,1.0
openstack/neutron,hacking,1.0,1.0,0.0,0.0,1.0
openstack/neutron,hashlib,4.0,3.0,0.0,0.0,3.0
openstack/neutron,hmac,1.0,1.0,0.0,0.0,1.0
openstack/neutron,http,2.0,2.0,0.0,0.0,2.0
openstack/neutron,httplib2,2.0,2.0,0.0,0.0,2.0
openstack/neutron,ibm_db_alembic,1.0,1.0,0.0,0.0,1.0
openstack/neutron,importlib,4.0,4.0,0.0,0.0,4.0
openstack/neutron,inspect,7.0,5.0,0.0,0.0,5.0
openstack/neutron,io,7.0,3.0,0.0,0.0,3.0
openstack/neutron,ipaddress,2.0,2.0,0.0,0.0,2.0
openstack/neutron,itertools,49.0,13.0,0.0,0.0,13.0
openstack/neutron,jinja2,2.0,1.0,0.0,0.0,1.0
openstack/neutron,keystoneauth1,19.0,8.0,0.0,0.0,8.0
openstack/neutron,logging,9.0,5.0,0.0,0.0,5.0
openstack/neutron,math,6.0,3.0,0.0,0.0,3.0
openstack/neutron,multiprocessing,3.0,2.0,0.0,0.0,2.0
openstack/neutron,netaddr,148.0,12.0,0.0,0.0,12.0
openstack/neutron,netifaces,2.0,2.0,0.0,0.0,2.0
openstack/neutron,neutron,5.0,2.0,145.0,44.0,46.0
openstack/neutron,neutron/_i18n,203.0,19.0,0.0,0.0,19.0
openstack/neutron,neutron/agent,491.0,10.0,827.0,80.0,90.0
openstack/neutron,neutron/api,306.0,9.0,192.0,38.0,47.0
openstack/neutron,neutron/auth,1.0,1.0,0.0,0.0,1.0
openstack/neutron,neutron/cmd,19.0,2.0,226.0,42.0,44.0
openstack/neutron,neutron/common,363.0,17.0,203.0,51.0,68.0
openstack/neutron,neutron/conf,281.0,13.0,178.0,16.0,29.0
openstack/neutron,neutron/core_extensions,5.0,2.0,7.0,3.0,5.0
openstack/neutron,neutron/db,399.0,12.0,1235.0,38.0,50.0
openstack/neutron,neutron/debug,2.0,1.0,23.0,14.0,15.0
openstack/neutron,neutron/exceptions,2.0,2.0,2.0,2.0,4.0
openstack/neutron,neutron/extensions,98.0,10.0,451.0,20.0,30.0
openstack/neutron,neutron/hacking,1.0,1.0,3.0,3.0,4.0
openstack/neutron,neutron/ipam,31.0,5.0,41.0,17.0,22.0
openstack/neutron,neutron/manager,41.0,8.0,0.0,0.0,8.0
openstack/neutron,neutron/neutron_plugin_base_v2,2.0,2.0,0.0,0.0,2.0
openstack/neutron,neutron/notifiers,10.0,5.0,34.0,14.0,19.0
openstack/neutron,neutron/objects,474.0,12.0,352.0,25.0,37.0
openstack/neutron,neutron/opts,2.0,2.0,0.0,0.0,2.0
openstack/neutron,neutron/pecan_wsgi,7.0,2.0,96.0,19.0,21.0
openstack/neutron,neutron/plugins,190.0,8.0,943.0,68.0,76.0
openstack/neutron,neutron/policy,44.0,5.0,0.0,0.0,5.0
openstack/neutron,neutron/privileged,37.0,4.0,43.0,16.0,20.0
openstack/neutron,neutron/profiling,0.0,0.0,9.0,9.0,9.0
openstack/neutron,neutron/quota,43.0,7.0,22.0,10.0,17.0
openstack/neutron,neutron/scheduler,14.0,4.0,43.0,16.0,20.0
openstack/neutron,neutron/server,4.0,1.0,16.0,11.0,12.0
openstack/neutron,neutron/service,14.0,6.0,0.0,0.0,6.0
openstack/neutron,neutron/services,178.0,8.0,784.0,50.0,58.0
openstack/neutron,neutron/tests,0.0,0.0,4867.0,124.0,124.0
openstack/neutron,neutron/version,2.0,2.0,0.0,0.0,2.0
openstack/neutron,neutron/worker,6.0,3.0,0.0,0.0,3.0
openstack/neutron,neutron/wsgi,19.0,6.0,0.0,0.0,6.0
openstack/neutron,neutron_lib,3385.0,22.0,0.0,0.0,22.0
openstack/neutron,neutronclient,15.0,2.0,0.0,0.0,2.0
openstack/neutron,novaclient,8.0,3.0,0.0,0.0,3.0
openstack/neutron,openstack,7.0,4.0,0.0,0.0,4.0
openstack/neutron,operator,10.0,6.0,0.0,0.0,6.0
openstack/neutron,os,93.0,13.0,0.0,0.0,13.0
openstack/neutron,os_ken,70.0,4.0,0.0,0.0,4.0
openstack/neutron,os_resource_classes,3.0,3.0,0.0,0.0,3.0
openstack/neutron,os_vif,6.0,2.0,0.0,0.0,2.0
openstack/neutron,oslo_cache,1.0,1.0,0.0,0.0,1.0
openstack/neutron,oslo_concurrency,40.0,7.0,0.0,0.0,7.0
openstack/neutron,oslo_config,380.0,20.0,0.0,0.0,20.0
openstack/neutron,oslo_context,5.0,4.0,0.0,0.0,4.0
openstack/neutron,oslo_db,66.0,11.0,0.0,0.0,11.0
openstack/neutron,oslo_i18n,6.0,4.0,0.0,0.0,4.0
openstack/neutron,oslo_log,359.0,21.0,0.0,0.0,21.0
openstack/neutron,oslo_messaging,48.0,8.0,0.0,0.0,8.0
openstack/neutron,oslo_middleware,5.0,4.0,0.0,0.0,4.0
openstack/neutron,oslo_policy,69.0,6.0,0.0,0.0,6.0
openstack/neutron,oslo_privsep,4.0,2.0,0.0,0.0,2.0
openstack/neutron,oslo_reports,1.0,1.0,0.0,0.0,1.0
openstack/neutron,oslo_rootwrap,1.0,1.0,0.0,0.0,1.0
openstack/neutron,oslo_serialization,32.0,11.0,0.0,0.0,11.0
openstack/neutron,oslo_service,31.0,7.0,0.0,0.0,7.0
openstack/neutron,oslo_upgradecheck,5.0,2.0,0.0,0.0,2.0
openstack/neutron,oslo_utils,412.0,17.0,0.0,0.0,17.0
openstack/neutron,oslo_versionedobjects,56.0,2.0,0.0,0.0,2.0
openstack/neutron,oslotest,2.0,1.0,0.0,0.0,1.0
openstack/neutron,osprofiler,13.0,5.0,0.0,0.0,5.0
openstack/neutron,ovs,12.0,3.0,0.0,0.0,3.0
openstack/neutron,ovsdbapp,75.0,6.0,0.0,0.0,6.0
openstack/neutron,packaging,2.0,2.0,0.0,0.0,2.0
openstack/neutron,pbr,1.0,1.0,0.0,0.0,1.0
openstack/neutron,pecan,23.0,2.0,0.0,0.0,2.0
openstack/neutron,pkg_resources,3.0,3.0,0.0,0.0,3.0
openstack/neutron,pprint,2.0,2.0,0.0,0.0,2.0
openstack/neutron,pstats,1.0,1.0,0.0,0.0,1.0
openstack/neutron,psutil,6.0,3.0,0.0,0.0,3.0
openstack/neutron,pwd,6.0,2.0,0.0,0.0,2.0
openstack/neutron,pyroute2,42.0,4.0,0.0,0.0,4.0
openstack/neutron,queue,7.0,3.0,0.0,0.0,3.0
openstack/neutron,random,38.0,10.0,0.0,0.0,10.0
openstack/neutron,re,34.0,9.0,0.0,0.0,9.0
openstack/neutron,requests,2.0,1.0,0.0,0.0,1.0
openstack/neutron,routes,2.0,2.0,0.0,0.0,2.0
openstack/neutron,select,1.0,1.0,0.0,0.0,1.0
openstack/neutron,setproctitle,10.0,2.0,0.0,0.0,2.0
openstack/neutron,shlex,7.0,4.0,0.0,0.0,4.0
openstack/neutron,shutil,10.0,3.0,0.0,0.0,3.0
openstack/neutron,signal,33.0,5.0,0.0,0.0,5.0
openstack/neutron,socket,17.0,7.0,0.0,0.0,7.0
openstack/neutron,sqlalchemy,331.0,11.0,0.0,0.0,11.0
openstack/neutron,ssl,1.0,1.0,0.0,0.0,1.0
openstack/neutron,stevedore,5.0,4.0,0.0,0.0,4.0
openstack/neutron,struct,3.0,1.0,0.0,0.0,1.0
openstack/neutron,subprocess,3.0,2.0,0.0,0.0,2.0
openstack/neutron,sys,62.0,10.0,0.0,0.0,10.0
openstack/neutron,tempfile,2.0,2.0,0.0,0.0,2.0
openstack/neutron,tenacity,11.0,6.0,0.0,0.0,6.0
openstack/neutron,testresources,1.0,1.0,0.0,0.0,1.0
openstack/neutron,testscenarios,15.0,1.0,0.0,0.0,1.0
openstack/neutron,testtools,76.0,1.0,0.0,0.0,1.0
openstack/neutron,textwrap,2.0,1.0,0.0,0.0,1.0
openstack/neutron,threading,19.0,5.0,0.0,0.0,5.0
openstack/neutron,time,32.0,9.0,0.0,0.0,9.0
openstack/neutron,tokenize,1.0,1.0,0.0,0.0,1.0
openstack/neutron,tooz,1.0,1.0,0.0,0.0,1.0
openstack/neutron,traceback,4.0,3.0,0.0,0.0,3.0
openstack/neutron,types,2.0,2.0,0.0,0.0,2.0
openstack/neutron,unittest,341.0,1.0,0.0,0.0,1.0
openstack/neutron,urllib,7.0,4.0,0.0,0.0,4.0
openstack/neutron,uuid,18.0,5.0,0.0,0.0,5.0
openstack/neutron,warnings,5.0,2.0,0.0,0.0,2.0
openstack/neutron,weakref,4.0,3.0,0.0,0.0,3.0
openstack/neutron,webob,79.0,7.0,0.0,0.0,7.0
openstack/neutron,webtest,9.0,1.0,0.0,0.0,1.0
openstack/neutron,wmi,1.0,1.0,0.0,0.0,1.0
openstack/neutron,wsgiref,1.0,1.0,0.0,0.0,1.0
openstack/nova,__original_module_threading,1.0,1.0,0.0,0.0,1.0
openstack/nova,abc,12.0,6.0,0.0,0.0,6.0
openstack/nova,alembic,16.0,2.0,0.0,0.0,2.0
openstack/nova,argparse,1.0,1.0,0.0,0.0,1.0
openstack/nova,ast,1.0,1.0,0.0,0.0,1.0
openstack/nova,base64,6.0,4.0,0.0,0.0,4.0
openstack/nova,binascii,9.0,6.0,0.0,0.0,6.0
openstack/nova,builtins,1.0,1.0,0.0,0.0,1.0
openstack/nova,castellan,17.0,6.0,0.0,0.0,6.0
openstack/nova,cinderclient,11.0,3.0,0.0,0.0,3.0
openstack/nova,codecs,1.0,1.0,0.0,0.0,1.0
openstack/nova,collections,73.0,13.0,0.0,0.0,13.0
openstack/nova,configparser,1.0,1.0,0.0,0.0,1.0
openstack/nova,contextlib,26.0,7.0,0.0,0.0,7.0
openstack/nova,copy,132.0,16.0,0.0,0.0,16.0
openstack/nova,crypt,1.0,1.0,0.0,0.0,1.0
openstack/nova,cryptography,9.0,3.0,0.0,0.0,3.0
openstack/nova,cursive,7.0,4.0,0.0,0.0,4.0
openstack/nova,dataclasses,1.0,1.0,0.0,0.0,1.0
openstack/nova,datetime,71.0,7.0,0.0,0.0,7.0
openstack/nova,dateutil,3.0,2.0,0.0,0.0,2.0
openstack/nova,ddt,34.0,1.0,0.0,0.0,1.0
openstack/nova,decorator,1.0,1.0,0.0,0.0,1.0
openstack/nova,distutils,1.0,1.0,0.0,0.0,1.0
openstack/nova,enum,2.0,1.0,0.0,0.0,1.0
openstack/nova,errno,11.0,4.0,0.0,0.0,4.0
openstack/nova,eventlet,48.0,7.0,0.0,0.0,7.0
openstack/nova,fcntl,1.0,1.0,0.0,0.0,1.0
openstack/nova,fixtures,113.0,3.0,0.0,0.0,3.0
openstack/nova,fnmatch,2.0,2.0,0.0,0.0,2.0
openstack/nova,functools,46.0,13.0,0.0,0.0,13.0
openstack/nova,futurist,4.0,2.0,0.0,0.0,2.0
openstack/nova,glanceclient,8.0,2.0,0.0,0.0,2.0
openstack/nova,glob,7.0,4.0,0.0,0.0,4.0
openstack/nova,greenlet,1.0,1.0,0.0,0.0,1.0
openstack/nova,grp,3.0,2.0,0.0,0.0,2.0
openstack/nova,gzip,1.0,1.0,0.0,0.0,1.0
openstack/nova,hacking,1.0,1.0,0.0,0.0,1.0
openstack/nova,hashlib,4.0,4.0,0.0,0.0,4.0
openstack/nova,heapq,1.0,1.0,0.0,0.0,1.0
openstack/nova,hmac,2.0,2.0,0.0,0.0,2.0
openstack/nova,http,3.0,2.0,0.0,0.0,2.0
openstack/nova,importlib,4.0,2.0,0.0,0.0,2.0
openstack/nova,inspect,18.0,9.0,0.0,0.0,9.0
openstack/nova,io,21.0,2.0,0.0,0.0,2.0
openstack/nova,ironicclient,4.0,1.0,0.0,0.0,1.0
openstack/nova,iso8601,12.0,4.0,0.0,0.0,4.0
openstack/nova,itertools,22.0,9.0,0.0,0.0,9.0
openstack/nova,jinja2,1.0,1.0,0.0,0.0,1.0
openstack/nova,jsonschema,8.0,4.0,0.0,0.0,4.0
openstack/nova,keystoneauth1,65.0,14.0,0.0,0.0,14.0
openstack/nova,keystoneclient,1.0,1.0,0.0,0.0,1.0
openstack/nova,libvirt,2.0,1.0,0.0,0.0,1.0
openstack/nova,libvirtmod_qemu,1.0,1.0,0.0,0.0,1.0
openstack/nova,logging,6.0,4.0,0.0,0.0,4.0
openstack/nova,lxml,19.0,2.0,0.0,0.0,2.0
openstack/nova,math,2.0,1.0,0.0,0.0,1.0
openstack/nova,microversion_parse,6.0,5.0,0.0,0.0,5.0
openstack/nova,migrate,12.0,2.0,0.0,0.0,2.0
openstack/nova,mmap,1.0,1.0,0.0,0.0,1.0
openstack/nova,netaddr,15.0,8.0,0.0,0.0,8.0
openstack/nova,netifaces,1.0,1.0,0.0,0.0,1.0
openstack/nova,neutronclient,17.0,3.0,0.0,0.0,3.0
openstack/nova,nova,7.0,1.0,276.0,90.0,91.0
openstack/nova,nova/accelerator,8.0,4.0,8.0,8.0,12.0
openstack/nova,nova/api,220.0,3.0,580.0,63.0,66.0
openstack/nova,nova/availability_zones,16.0,6.0,0.0,0.0,6.0
openstack/nova,nova/baserpc,3.0,3.0,0.0,0.0,3.0
openstack/nova,nova/block_device,23.0,6.0,0.0,0.0,6.0
openstack/nova,nova/cache_utils,5.0,5.0,0.0,0.0,5.0
openstack/nova,nova/cmd,11.0,1.0,200.0,52.0,53.0
openstack/nova,nova/compute,370.0,11.0,265.0,67.0,78.0
openstack/nova,nova/conductor,22.0,6.0,104.0,36.0,42.0
openstack/nova,nova/conf,267.0,20.0,75.0,14.0,34.0
openstack/nova,nova/config,20.0,3.0,0.0,0.0,3.0
openstack/nova,nova/console,28.0,3.0,38.0,21.0,24.0
openstack/nova,nova/context,262.0,14.0,0.0,0.0,14.0
openstack/nova,nova/crypto,4.0,3.0,0.0,0.0,3.0
openstack/nova,nova/db,171.0,6.0,110.0,25.0,31.0
openstack/nova,nova/debugger,2.0,1.0,0.0,0.0,1.0
openstack/nova,nova/exception,492.0,22.0,0.0,0.0,22.0
openstack/nova,nova/exception_wrapper,4.0,2.0,0.0,0.0,2.0
openstack/nova,nova/filters,2.0,2.0,0.0,0.0,2.0
openstack/nova,nova/hacking,1.0,1.0,4.0,4.0,5.0
openstack/nova,nova/i18n,147.0,18.0,0.0,0.0,18.0
