project,directory,in_weight,in_degree,out_weight,out_degree,static_hub_score
openstack/nova,nova/image,28.0,6.0,31.0,24.0,30.0
openstack/nova,nova/keymgr,1.0,1.0,7.0,6.0,7.0
openstack/nova,nova/limit,25.0,5.0,20.0,10.0,15.0
openstack/nova,nova/loadables,4.0,2.0,0.0,0.0,2.0
openstack/nova,nova/manager,4.0,4.0,0.0,0.0,4.0
openstack/nova,nova/middleware,1.0,1.0,0.0,0.0,1.0
openstack/nova,nova/monkey_patch,4.0,4.0,0.0,0.0,4.0
openstack/nova,nova/network,99.0,9.0,54.0,28.0,37.0
openstack/nova,nova/notifications,32.0,6.0,52.0,15.0,21.0
openstack/nova,nova/objects,683.0,16.0,279.0,38.0,54.0
openstack/nova,nova/pci,43.0,5.0,51.0,19.0,24.0
openstack/nova,nova/policies,144.0,6.0,55.0,2.0,8.0
openstack/nova,nova/policy,10.0,3.0,0.0,0.0,3.0
openstack/nova,nova/privsep,37.0,2.0,37.0,15.0,17.0
openstack/nova,nova/profiler,10.0,7.0,0.0,0.0,7.0
openstack/nova,nova/quota,19.0,6.0,0.0,0.0,6.0
openstack/nova,nova/rpc,27.0,8.0,0.0,0.0,8.0
openstack/nova,nova/safe_utils,7.0,4.0,0.0,0.0,4.0
openstack/nova,nova/scheduler,112.0,10.0,139.0,42.0,52.0
openstack/nova,nova/service,9.0,3.0,0.0,0.0,3.0
openstack/nova,nova/service_auth,7.0,5.0,0.0,0.0,5.0
openstack/nova,nova/servicegroup,17.0,7.0,15.0,8.0,15.0
openstack/nova,nova/storage,7.0,3.0,15.0,12.0,15.0
openstack/nova,nova/test,415.0,1.0,0.0,0.0,1.0
openstack/nova,nova/tests,2.0,1.0,4912.0,157.0,158.0
openstack/nova,nova/utils,123.0,15.0,0.0,0.0,15.0
openstack/nova,nova/version,23.0,5.0,0.0,0.0,5.0
openstack/nova,nova/virt,292.0,8.0,822.0,85.0,93.0
openstack/nova,nova/volume,19.0,6.0,21.0,16.0,22.0
openstack/nova,nova/weights,2.0,2.0,0.0,0.0,2.0
openstack/nova,nova/wsgi,2.0,2.0,0.0,0.0,2.0
openstack/nova,openstack,6.0,3.0,0.0,0.0,3.0
openstack/nova,operator,7.0,3.0,0.0,0.0,3.0
openstack/nova,os,116.0,14.0,0.0,0.0,14.0
openstack/nova,os_brick,38.0,3.0,0.0,0.0,3.0
openstack/nova,os_resource_classes,32.0,9.0,0.0,0.0,9.0
openstack/nova,os_service_types,1.0,1.0,0.0,0.0,1.0
openstack/nova,os_traits,27.0,5.0,0.0,0.0,5.0
openstack/nova,os_vif,16.0,4.0,0.0,0.0,4.0
openstack/nova,os_win,35.0,2.0,0.0,0.0,2.0
openstack/nova,oslo_cache,3.0,2.0,0.0,0.0,2.0
openstack/nova,oslo_concurrency,56.0,8.0,0.0,0.0,8.0
openstack/nova,oslo_config,129.0,13.0,0.0,0.0,13.0
openstack/nova,oslo_context,8.0,2.0,0.0,0.0,2.0
openstack/nova,oslo_db,56.0,7.0,0.0,0.0,7.0
openstack/nova,oslo_i18n,1.0,1.0,0.0,0.0,1.0
openstack/nova,oslo_limit,19.0,3.0,0.0,0.0,3.0
openstack/nova,oslo_log,251.0,22.0,0.0,0.0,22.0
openstack/nova,oslo_messaging,36.0,9.0,0.0,0.0,9.0
openstack/nova,oslo_middleware,6.0,4.0,0.0,0.0,4.0
openstack/nova,oslo_policy,65.0,3.0,0.0,0.0,3.0
openstack/nova,oslo_privsep,4.0,3.0,0.0,0.0,3.0
openstack/nova,oslo_reports,18.0,3.0,0.0,0.0,3.0
openstack/nova,oslo_serialization,172.0,14.0,0.0,0.0,14.0
openstack/nova,oslo_service,24.0,7.0,0.0,0.0,7.0
openstack/nova,oslo_upgradecheck,3.0,2.0,0.0,0.0,2.0
openstack/nova,oslo_utils,670.0,20.0,0.0,0.0,20.0
openstack/nova,oslo_versionedobjects,30.0,5.0,0.0,0.0,5.0
openstack/nova,oslo_vmware,54.0,2.0,0.0,0.0,2.0
openstack/nova,oslotest,6.0,2.0,0.0,0.0,2.0
openstack/nova,osprofiler,1.0,1.0,0.0,0.0,1.0
openstack/nova,packaging,1.0,1.0,0.0,0.0,1.0
openstack/nova,paramiko,2.0,2.0,0.0,0.0,2.0
openstack/nova,paste,3.0,1.0,0.0,0.0,1.0
openstack/nova,pbr,1.0,1.0,0.0,0.0,1.0
openstack/nova,pdb,1.0,1.0,0.0,0.0,1.0
openstack/nova,pickle,1.0,1.0,0.0,0.0,1.0
openstack/nova,pkgutil,1.0,1.0,0.0,0.0,1.0
openstack/nova,placement,3.0,1.0,0.0,0.0,1.0
openstack/nova,platform,5.0,2.0,0.0,0.0,2.0
openstack/nova,posixpath,1.0,1.0,0.0,0.0,1.0
openstack/nova,pprint,6.0,2.0,0.0,0.0,2.0
openstack/nova,prettytable,1.0,1.0,0.0,0.0,1.0
openstack/nova,psutil,2.0,2.0,0.0,0.0,2.0
openstack/nova,pwd,4.0,2.0,0.0,0.0,2.0
openstack/nova,pycodestyle,1.0,1.0,0.0,0.0,1.0
openstack/nova,pydev,1.0,1.0,0.0,0.0,1.0
openstack/nova,pydevd,1.0,1.0,0.0,0.0,1.0
openstack/nova,queue,1.0,1.0,0.0,0.0,1.0
openstack/nova,rados,2.0,1.0,0.0,0.0,1.0
openstack/nova,random,12.0,6.0,0.0,0.0,6.0
openstack/nova,rbd,2.0,1.0,0.0,0.0,1.0
openstack/nova,re,45.0,11.0,0.0,0.0,11.0
openstack/nova,requests,9.0,1.0,0.0,0.0,1.0
openstack/nova,requests_mock,3.0,1.0,0.0,0.0,1.0
openstack/nova,retrying,3.0,3.0,0.0,0.0,3.0
openstack/nova,rfc3986,1.0,1.0,0.0,0.0,1.0
openstack/nova,routes,4.0,2.0,0.0,0.0,2.0
openstack/nova,shlex,1.0,1.0,0.0,0.0,1.0
openstack/nova,shutil,8.0,4.0,0.0,0.0,4.0
openstack/nova,signal,2.0,2.0,0.0,0.0,2.0
openstack/nova,socket,13.0,5.0,0.0,0.0,5.0
openstack/nova,sqlalchemy,77.0,5.0,0.0,0.0,5.0
openstack/nova,ssl,3.0,3.0,0.0,0.0,3.0
openstack/nova,stat,2.0,2.0,0.0,0.0,2.0
openstack/nova,stevedore,2.0,2.0,0.0,0.0,2.0
openstack/nova,string,5.0,3.0,0.0,0.0,3.0
openstack/nova,struct,3.0,2.0,0.0,0.0,2.0
openstack/nova,sys,43.0,11.0,0.0,0.0,11.0
openstack/nova,tarfile,2.0,2.0,0.0,0.0,2.0
openstack/nova,tempfile,16.0,3.0,0.0,0.0,3.0
openstack/nova,testscenarios,5.0,1.0,0.0,0.0,1.0
openstack/nova,testtools,29.0,2.0,0.0,0.0,2.0
openstack/nova,textwrap,4.0,1.0,0.0,0.0,1.0
openstack/nova,threading,8.0,3.0,0.0,0.0,3.0
openstack/nova,time,49.0,8.0,0.0,0.0,8.0
openstack/nova,tooz,2.0,2.0,0.0,0.0,2.0
openstack/nova,traceback,10.0,6.0,0.0,0.0,6.0
openstack/nova,typing,31.0,11.0,0.0,0.0,11.0
openstack/nova,unicodedata,1.0,1.0,0.0,0.0,1.0
openstack/nova,unittest,414.0,2.0,0.0,0.0,2.0
openstack/nova,urllib,29.0,11.0,0.0,0.0,11.0
openstack/nova,uuid,5.0,2.0,0.0,0.0,2.0
openstack/nova,warnings,2.0,1.0,0.0,0.0,1.0
openstack/nova,webob,164.0,4.0,0.0,0.0,4.0
openstack/nova,websockify,1.0,1.0,0.0,0.0,1.0
openstack/nova,wsgi_intercept,1.0,1.0,0.0,0.0,1.0
openstack/nova,yaml,2.0,2.0,0.0,0.0,2.0
openstack/nova,zlib,1.0,1.0,0.0,0.0,1.0
openstack/nova,zvmconnector,3.0,2.0,0.0,0.0,2.0
openstack/octavia,OpenSSL,4.0,2.0,0.0,0.0,2.0
openstack/octavia,abc,13.0,9.0,0.0,0.0,9.0
openstack/octavia,alembic,94.0,1.0,0.0,0.0,1.0
openstack/octavia,barbicanclient,8.0,2.0,0.0,0.0,2.0
openstack/octavia,base64,3.0,2.0,0.0,0.0,2.0
openstack/octavia,binascii,4.0,2.0,0.0,0.0,2.0
openstack/octavia,castellan,2.0,1.0,0.0,0.0,1.0
openstack/octavia,cinderclient,4.0,3.0,0.0,0.0,3.0
openstack/octavia,collections,3.0,1.0,0.0,0.0,1.0
openstack/octavia,concurrent,5.0,4.0,0.0,0.0,4.0
openstack/octavia,contextlib,2.0,2.0,0.0,0.0,2.0
openstack/octavia,copy,17.0,4.0,0.0,0.0,4.0
openstack/octavia,cotyledon,4.0,2.0,0.0,0.0,2.0
openstack/octavia,cryptography,40.0,5.0,0.0,0.0,5.0
openstack/octavia,csv,1.0,1.0,0.0,0.0,1.0
openstack/octavia,ctypes,1.0,1.0,0.0,0.0,1.0
openstack/octavia,datetime,17.0,8.0,0.0,0.0,8.0
openstack/octavia,dateutil,1.0,1.0,0.0,0.0,1.0
openstack/octavia,distro,1.0,1.0,0.0,0.0,1.0
openstack/octavia,docutils,4.0,1.0,0.0,0.0,1.0
openstack/octavia,errno,5.0,3.0,0.0,0.0,3.0
openstack/octavia,fcntl,1.0,1.0,0.0,0.0,1.0
openstack/octavia,fixtures,3.0,1.0,0.0,0.0,1.0
openstack/octavia,flask,7.0,2.0,0.0,0.0,2.0
openstack/octavia,functools,5.0,4.0,0.0,0.0,4.0
openstack/octavia,futurist,1.0,1.0,0.0,0.0,1.0
openstack/octavia,gettext,1.0,1.0,0.0,0.0,1.0
openstack/octavia,glanceclient,2.0,2.0,0.0,0.0,2.0
openstack/octavia,glob,1.0,1.0,0.0,0.0,1.0
openstack/octavia,gunicorn,1.0,1.0,0.0,0.0,1.0
openstack/octavia,hacking,1.0,1.0,0.0,0.0,1.0
openstack/octavia,hashlib,6.0,3.0,0.0,0.0,3.0
openstack/octavia,hmac,1.0,1.0,0.0,0.0,1.0
openstack/octavia,http,2.0,1.0,0.0,0.0,1.0
openstack/octavia,io,1.0,1.0,0.0,0.0,1.0
openstack/octavia,ipaddress,14.0,5.0,0.0,0.0,5.0
openstack/octavia,itertools,3.0,3.0,0.0,0.0,3.0
openstack/octavia,jinja2,11.0,2.0,0.0,0.0,2.0
openstack/octavia,json,1.0,1.0,0.0,0.0,1.0
openstack/octavia,jsonschema,4.0,1.0,0.0,0.0,1.0
openstack/octavia,keystoneauth1,5.0,3.0,0.0,0.0,3.0
openstack/octavia,keystonemiddleware,2.0,2.0,0.0,0.0,2.0
openstack/octavia,multiprocessing,4.0,2.0,0.0,0.0,2.0
openstack/octavia,neutronclient,6.0,3.0,0.0,0.0,3.0
openstack/octavia,novaclient,7.0,4.0,0.0,0.0,4.0
openstack/octavia,octavia,1.0,1.0,11.0,10.0,11.0
openstack/octavia,octavia/amphorae,62.0,4.0,208.0,47.0,51.0
openstack/octavia,octavia/api,54.0,4.0,364.0,33.0,37.0
openstack/octavia,octavia/certificates,18.0,3.0,57.0,16.0,19.0
openstack/octavia,octavia/cmd,9.0,1.0,99.0,32.0,33.0
openstack/octavia,octavia/common,521.0,13.0,109.0,44.0,57.0
openstack/octavia,octavia/compute,2.0,1.0,17.0,11.0,12.0
openstack/octavia,octavia/controller,55.0,3.0,281.0,24.0,27.0
openstack/octavia,octavia/db,93.0,6.0,280.0,18.0,24.0
openstack/octavia,octavia/distributor,0.0,0.0,5.0,4.0,4.0
openstack/octavia,octavia/hacking,1.0,1.0,2.0,2.0,3.0
openstack/octavia,octavia/i18n,18.0,7.0,0.0,0.0,7.0
openstack/octavia,octavia/image,2.0,1.0,7.0,4.0,5.0
openstack/octavia,octavia/network,38.0,5.0,26.0,12.0,17.0
openstack/octavia,octavia/opts,1.0,1.0,0.0,0.0,1.0
openstack/octavia,octavia/policies,1.0,1.0,36.0,4.0,5.0
openstack/octavia,octavia/statistics,5.0,3.0,9.0,5.0,8.0
openstack/octavia,octavia/tests,0.0,0.0,1103.0,73.0,73.0
openstack/octavia,octavia/version,8.0,3.0,0.0,0.0,3.0
openstack/octavia,octavia/volume,2.0,1.0,12.0,8.0,9.0
openstack/octavia,octavia_lib,65.0,6.0,0.0,0.0,6.0
openstack/octavia,operator,1.0,1.0,0.0,0.0,1.0
openstack/octavia,os,39.0,7.0,0.0,0.0,7.0
openstack/octavia,oslo_config,239.0,14.0,0.0,0.0,14.0
openstack/octavia,oslo_context,4.0,3.0,0.0,0.0,3.0
openstack/octavia,oslo_db,30.0,5.0,0.0,0.0,5.0
openstack/octavia,oslo_i18n,1.0,1.0,0.0,0.0,1.0
openstack/octavia,oslo_log,113.0,15.0,0.0,0.0,15.0
openstack/octavia,oslo_messaging,16.0,4.0,0.0,0.0,4.0
openstack/octavia,oslo_middleware,5.0,1.0,0.0,0.0,1.0
openstack/octavia,oslo_policy,21.0,3.0,0.0,0.0,3.0
openstack/octavia,oslo_reports,6.0,1.0,0.0,0.0,1.0
openstack/octavia,oslo_serialization,7.0,4.0,0.0,0.0,4.0
openstack/octavia,oslo_upgradecheck,3.0,2.0,0.0,0.0,2.0
openstack/octavia,oslo_utils,149.0,11.0,0.0,0.0,11.0
openstack/octavia,oslotest,2.0,1.0,0.0,0.0,1.0
openstack/octavia,pbr,1.0,1.0,0.0,0.0,1.0
openstack/octavia,pecan,34.0,2.0,0.0,0.0,2.0
openstack/octavia,pkg_resources,1.0,1.0,0.0,0.0,1.0
openstack/octavia,psutil,1.0,1.0,0.0,0.0,1.0
openstack/octavia,ptvsd,1.0,1.0,0.0,0.0,1.0
openstack/octavia,pyasn1,2.0,1.0,0.0,0.0,1.0
openstack/octavia,pyasn1_modules,1.0,1.0,0.0,0.0,1.0
openstack/octavia,pydev,1.0,1.0,0.0,0.0,1.0
openstack/octavia,pydevd,1.0,1.0,0.0,0.0,1.0
openstack/octavia,pyroute2,7.0,2.0,0.0,0.0,2.0
openstack/octavia,queue,2.0,2.0,0.0,0.0,2.0
openstack/octavia,random,17.0,3.0,0.0,0.0,3.0
openstack/octavia,re,12.0,3.0,0.0,0.0,3.0
openstack/octavia,requests,3.0,2.0,0.0,0.0,2.0
openstack/octavia,requests_mock,3.0,1.0,0.0,0.0,1.0
openstack/octavia,rfc3986,2.0,1.0,0.0,0.0,1.0
openstack/octavia,setproctitle,1.0,1.0,0.0,0.0,1.0
openstack/octavia,shutil,2.0,1.0,0.0,0.0,1.0
openstack/octavia,signal,7.0,2.0,0.0,0.0,2.0
openstack/octavia,simplejson,4.0,2.0,0.0,0.0,2.0
openstack/octavia,socket,18.0,4.0,0.0,0.0,4.0
openstack/octavia,socketserver,1.0,1.0,0.0,0.0,1.0
openstack/octavia,specs-tests,0.0,0.0,6.0,3.0,3.0
openstack/octavia,sqlalchemy,147.0,6.0,0.0,0.0,6.0
openstack/octavia,sqlalchemy_utils,1.0,1.0,0.0,0.0,1.0
openstack/octavia,ssl,3.0,3.0,0.0,0.0,3.0
openstack/octavia,stat,13.0,3.0,0.0,0.0,3.0
openstack/octavia,stevedore,24.0,10.0,0.0,0.0,10.0
openstack/octavia,string,1.0,1.0,0.0,0.0,1.0
openstack/octavia,struct,4.0,3.0,0.0,0.0,3.0
openstack/octavia,subprocess,14.0,2.0,0.0,0.0,2.0
openstack/octavia,sys,14.0,4.0,0.0,0.0,4.0
openstack/octavia,taskflow,88.0,4.0,0.0,0.0,4.0
openstack/octavia,tempfile,2.0,1.0,0.0,0.0,1.0
openstack/octavia,tenacity,14.0,4.0,0.0,0.0,4.0
openstack/octavia,testtools,3.0,2.0,0.0,0.0,2.0
openstack/octavia,threading,4.0,3.0,0.0,0.0,3.0
openstack/octavia,time,23.0,9.0,0.0,0.0,9.0
openstack/octavia,timeit,1.0,1.0,0.0,0.0,1.0
openstack/octavia,traceback,1.0,1.0,0.0,0.0,1.0
openstack/octavia,typing,1.0,1.0,0.0,0.0,1.0
openstack/octavia,unittest,126.0,1.0,0.0,0.0,1.0
openstack/octavia,urllib,1.0,1.0,0.0,0.0,1.0
openstack/octavia,uuid,4.0,2.0,0.0,0.0,2.0
openstack/octavia,warnings,1.0,1.0,0.0,0.0,1.0
openstack/octavia,webob,10.0,2.0,0.0,0.0,2.0
openstack/octavia,werkzeug,6.0,2.0,0.0,0.0,2.0
openstack/octavia,wsgiref,1.0,1.0,0.0,0.0,1.0
openstack/octavia,wsme,71.0,3.0,0.0,0.0,3.0
openstack/octavia,wsmeext,16.0,1.0,0.0,0.0,1.0
openstack/octavia,zlib,1.0,1.0,0.0,0.0,1.0
openstack/swift,__future__,23.0,4.0,0.0,0.0,4.0
openstack/swift,argparse,11.0,2.0,0.0,0.0,2.0
openstack/swift,array,6.0,2.0,0.0,0.0,2.0
openstack/swift,base64,35.0,2.0,0.0,0.0,2.0
openstack/swift,binascii,9.0,3.0,0.0,0.0,3.0
openstack/swift,bisect,2.0,1.0,0.0,0.0,1.0
openstack/swift,boto,5.0,1.0,0.0,0.0,1.0
openstack/swift,boto3,2.0,1.0,0.0,0.0,1.0
openstack/swift,botocore,5.0,1.0,0.0,0.0,1.0
openstack/swift,calendar,6.0,2.0,0.0,0.0,2.0
openstack/swift,castellan,4.0,2.0,0.0,0.0,2.0
openstack/swift,cgi,6.0,1.0,0.0,0.0,1.0
openstack/swift,codecs,1.0,1.0,0.0,0.0,1.0
openstack/swift,collections,75.0,6.0,0.0,0.0,6.0
openstack/swift,contextlib,50.0,5.0,0.0,0.0,5.0
openstack/swift,copy,22.0,4.0,0.0,0.0,4.0
openstack/swift,cryptography,8.0,2.0,0.0,0.0,2.0
openstack/swift,ctypes,9.0,2.0,0.0,0.0,2.0
openstack/swift,datetime,20.0,4.0,0.0,0.0,4.0
openstack/swift,distutils,5.0,2.0,0.0,0.0,2.0
openstack/swift,dns,4.0,2.0,0.0,0.0,2.0
openstack/swift,email,16.0,2.0,0.0,0.0,2.0
openstack/swift,errno,46.0,5.0,0.0,0.0,5.0
openstack/swift,eventlet,219.0,7.0,0.0,0.0,7.0
openstack/swift,fcntl,6.0,4.0,0.0,0.0,4.0
openstack/swift,functools,26.0,4.0,0.0,0.0,4.0
openstack/swift,gc,2.0,1.0,0.0,0.0,1.0
openstack/swift,getpass,3.0,1.0,0.0,0.0,1.0
openstack/swift,gettext,1.0,1.0,0.0,0.0,1.0
openstack/swift,glob,2.0,1.0,0.0,0.0,1.0
openstack/swift,greenlet,1.0,1.0,0.0,0.0,1.0
openstack/swift,grp,2.0,2.0,0.0,0.0,2.0
openstack/swift,gzip,10.0,2.0,0.0,0.0,2.0
openstack/swift,hashlib,23.0,3.0,0.0,0.0,3.0
openstack/swift,hmac,16.0,3.0,0.0,0.0,3.0
openstack/swift,html,1.0,1.0,0.0,0.0,1.0
openstack/swift,inspect,5.0,3.0,0.0,0.0,3.0
openstack/swift,io,34.0,4.0,0.0,0.0,4.0
openstack/swift,ipaddress,2.0,1.0,0.0,0.0,1.0
openstack/swift,itertools,43.0,7.0,0.0,0.0,7.0
openstack/swift,json,113.0,8.0,0.0,0.0,8.0
openstack/swift,keystoneauth1,5.0,2.0,0.0,0.0,2.0
openstack/swift,keystoneclient,3.0,2.0,0.0,0.0,2.0
openstack/swift,keystonemiddleware,1.0,1.0,0.0,0.0,1.0
openstack/swift,kmip,1.0,1.0,0.0,0.0,1.0
openstack/swift,locale,2.0,1.0,0.0,0.0,1.0
openstack/swift,logging,34.0,6.0,0.0,0.0,6.0
openstack/swift,lxml,1.0,1.0,0.0,0.0,1.0
openstack/swift,math,12.0,5.0,0.0,0.0,5.0
openstack/swift,matplotlib,2.0,1.0,0.0,0.0,1.0
openstack/swift,mimetypes,3.0,2.0,0.0,0.0,2.0
openstack/swift,mock,122.0,1.0,0.0,0.0,1.0
openstack/swift,multiprocessing,2.0,2.0,0.0,0.0,2.0
openstack/swift,netifaces,2.0,2.0,0.0,0.0,2.0
openstack/swift,numbers,4.0,1.0,0.0,0.0,1.0
openstack/swift,odf,5.0,1.0,0.0,0.0,1.0
openstack/swift,operator,11.0,5.0,0.0,0.0,5.0
openstack/swift,optparse,6.0,3.0,0.0,0.0,3.0
openstack/swift,os,178.0,8.0,0.0,0.0,8.0
openstack/swift,oslo_config,1.0,1.0,0.0,0.0,1.0
openstack/swift,paste,4.0,2.0,0.0,0.0,2.0
openstack/swift,pbr,1.0,1.0,0.0,0.0,1.0
openstack/swift,pickle,5.0,1.0,0.0,0.0,1.0
openstack/swift,pkg_resources,4.0,3.0,0.0,0.0,3.0
openstack/swift,platform,2.0,2.0,0.0,0.0,2.0
openstack/swift,posix,6.0,1.0,0.0,0.0,1.0
openstack/swift,pstats,1.0,1.0,0.0,0.0,1.0
openstack/swift,pwd,2.0,2.0,0.0,0.0,2.0
openstack/swift,pyeclib,10.0,3.0,0.0,0.0,3.0
openstack/swift,queue,1.0,1.0,0.0,0.0,1.0
openstack/swift,random,63.0,6.0,0.0,0.0,6.0
openstack/swift,re,26.0,3.0,0.0,0.0,3.0
openstack/swift,requests,6.0,2.0,0.0,0.0,2.0
openstack/swift,requests_mock,1.0,1.0,0.0,0.0,1.0
openstack/swift,resource,3.0,2.0,0.0,0.0,2.0
openstack/swift,selenium,1.0,1.0,0.0,0.0,1.0
openstack/swift,shlex,1.0,1.0,0.0,0.0,1.0
openstack/swift,shutil,67.0,3.0,0.0,0.0,3.0
openstack/swift,signal,10.0,4.0,0.0,0.0,4.0
openstack/swift,six,339.0,7.0,0.0,0.0,7.0
openstack/swift,socket,17.0,6.0,0.0,0.0,6.0
openstack/swift,sqlite3,9.0,5.0,0.0,0.0,5.0
openstack/swift,ssl,1.0,1.0,0.0,0.0,1.0
openstack/swift,stat,2.0,2.0,0.0,0.0,2.0
openstack/swift,string,9.0,2.0,0.0,0.0,2.0
openstack/swift,struct,5.0,3.0,0.0,0.0,3.0
openstack/swift,subprocess,5.0,2.0,0.0,0.0,2.0
openstack/swift,swift,3.0,1.0,7.0,7.0,8.0
openstack/swift,swift/__canonical_version__,1.0,1.0,0.0,0.0,1.0
openstack/swift,swift/__version__,7.0,2.0,0.0,0.0,2.0
openstack/swift,swift/account,20.0,3.0,95.0,13.0,16.0
openstack/swift,swift/cli,23.0,2.0,210.0,28.0,30.0
openstack/swift,swift/common,2023.0,6.0,570.0,81.0,87.0
openstack/swift,swift/container,91.0,3.0,246.0,23.0,26.0
openstack/swift,swift/gettext_,19.0,2.0,0.0,0.0,2.0
openstack/swift,swift/obj,81.0,2.0,407.0,29.0,31.0
openstack/swift,swift/proxy,80.0,2.0,263.0,20.0,22.0
openstack/swift,swiftclient,45.0,2.0,0.0,0.0,2.0
openstack/swift,sys,51.0,7.0,0.0,0.0,7.0
openstack/swift,tarfile,2.0,2.0,0.0,0.0,2.0
openstack/swift,tempfile,70.0,4.0,0.0,0.0,4.0
openstack/swift,test,0.0,0.0,3051.0,95.0,95.0
openstack/swift,textwrap,16.0,3.0,0.0,0.0,3.0
openstack/swift,threading,2.0,1.0,0.0,0.0,1.0
openstack/swift,time,154.0,7.0,0.0,0.0,7.0
openstack/swift,traceback,17.0,5.0,0.0,0.0,5.0
openstack/swift,types,1.0,1.0,0.0,0.0,1.0
openstack/swift,unittest,191.0,1.0,0.0,0.0,1.0
openstack/swift,uuid,54.0,4.0,0.0,0.0,4.0
openstack/swift,warnings,4.0,3.0,0.0,0.0,3.0
openstack/swift,weakref,1.0,1.0,0.0,0.0,1.0
openstack/swift,xattr,4.0,2.0,0.0,0.0,2.0
openstack/swift,xml,8.0,2.0,0.0,0.0,2.0
openstack/swift,zlib,6.0,2.0,0.0,0.0,2.0
